id,nama_ekspedisi,nomor_penjelajahan,banyak_siklus,total_jarak_tempuh,wilayah_eksplorasi,jenis_medan,orientasi_rute,total_jarak_tempuh_satu_siklus,banyak_titik_navigasi,radius_planet_penjelajahan,koordinat_X_lapangan,koordinat_Y_lapangan,koordinat_Z_lapangan,planet_eksplorasi,sektor_planet_eksplorasi,nama_penjelajah,umur_biometrik_penjelajah,planet_lahir,sektor_planet_lahir,planet_kewarganegaraan,sektor_kewarganegaraan,tim_penjelajah,planet_tim_penjelajah,sektor_tim_penjelajah,tim_mesin,planet_tim_mesin,cluster_tim_mesin,waktu_simulasi_alpha,siklus_simulasi_alpha,waktu_simulasi_beta,siklus_simulasi_beta,waktu_simulasi_gamma,siklus_simulasi_gamma,waktu_uji_lingkungan_A,waktu_uji_lingkungan_B,waktu_uji_lingkungan_C,total_siklus_uji,delay_peluncuran,offset_delay_peluncuran,urutan_awal_sebelum_delay,urutan_peluncuran_akhir,siklus_demonstrasi_lapangan,waktu_demonstrasi_lapangan,waktu_kalibrasi_lapangan_A,waktu_kalibrasi_lapangan_B,waktu_kalibrasi_lapangan_C,siklus_kalibrasi_lapangan,durasi_misi_diselesaikan,jumlah_isi_bensin_selama_misi,peringkat_durasi_misi_tercepat,penghargaan_misi
1670,Atlas Expedition,13,660,73124.00873356118,Celestine Halo Enclave,Urban Expanse,Retrograde,106.33533085901074,399,56157.00602555329,-13452.672504093001,54507.181128910786,1265.7541750911691,Celestia,Galactic East Sector,Carl Linnaeus,2075.0,Vortexa,Central Celestial Belt,Vortexa,Central Celestial Belt,Altaris Mechanica,Zephyra,Galactic East Sector,Helion Systems,Aurion,Central Celestial Belt,40:30.644,264,39:15.607,374,39:04.780,187,38:51.628,,,66,,,20.0,20.0,,,,,,,,3.0,16.0,Merit
1671,Atlas Expedition,13,660,73124.00873356118,Celestine Halo Enclave,Urban Expanse,Retrograde,106.33533085901074,399,56157.00602555329,-13452.672504093001,54507.181128910786,1265.7541750911691,Celestia,Galactic East Sector,Niccolò Machiavelli,1763.0,Aurion,Central Celestial Belt,Aurion,Central Celestial Belt,Oblivion Robotics,Andros,Central Celestial Belt,Oblivion Robotics,Andros,Central Celestial Belt,40:18.569,176,39:22.000,330,39:10.183,231,39:02.606,,,66,,,21.0,21.0,,,,,,,,4.0,18.0,Merit
1672,Atlas Expedition,13,660,73124.00873356118,Celestine Halo Enclave,Urban Expanse,Retrograde,106.33533085901074,399,56157.00602555329,-13452.672504093001,54507.181128910786,1265.7541750911691,Celestia,Galactic East Sector,William Shakespeare,1638.0,Andros,Central Celestial Belt,Andros,Central Celestial Belt,Oblivion Robotics,Andros,Central Celestial Belt,Oblivion Robotics,Andros,Central Celestial Belt,40:25.328,165,39:19.589,363,39:27.403,220,39:04.758,,,66,,,22.0,22.0,,,,,,,,3.0,17.0,Merit
1673,Atlas Expedition,14,660,152657.09016212582,Vega Spire Habitat,Planetary Surface,Retrograde,231.4447615970408,738,26279.107692864858,-12820.829845100274,17379.163956449876,14972.724648206435,Vega IX,Galactic East Sector,Leonardo da Vinci,1918.0,Titanis,Central Celestial Belt,Titanis,Central Celestial Belt,Aetherion Initiative,Crimson Verge,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,1:08:28.175,240,1:07:51.655,360,1:07:14.558,204,1:07:47.615,1:07:01.697,1:06:46.570,156,,,1.0,1.0,,,,,,,35d 10:59:38.952,2.0,1.0,Gold
1674,Atlas Expedition,14,660,152657.09016212582,Vega Spire Habitat,Planetary Surface,Retrograde,231.4447615970408,738,26279.107692864858,-12820.829845100274,17379.163956449876,14972.724648206435,Vega IX,Galactic East Sector,Albert Einstein,2100.0,Andros,Central Celestial Belt,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,1:08:26.650,240,1:07:47.203,372,1:07:33.148,180,1:07:43.123,1:07:12.208,1:06:55.556,192,,,2.0,2.0,,,,,,,35d 14:27:50.784,2.0,5.0,Bronze
1675,Atlas Expedition,14,660,152657.09016212582,Vega Spire Habitat,Planetary Surface,Retrograde,231.4447615970408,738,26279.107692864858,-12820.829845100274,17379.163956449876,14972.724648206435,Vega IX,Galactic East Sector,David Hume,2007.0,Aurelia,Central Celestial Belt,Aurion,Central Celestial Belt,Seraphis Engineering,Andros,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,1:08:58.224,228,1:08:09.997,408,1:07:48.357,228,1:08:03.361,1:07:22.595,1:07:00.131,168,,,4.0,3.0,,,,,,,35d 11:40:15.984,2.0,3.0,Silver
1676,Atlas Expedition,14,660,152657.09016212582,Vega Spire Habitat,Planetary Surface,Retrograde,231.4447615970408,738,26279.107692864858,-12820.829845100274,17379.163956449876,14972.724648206435,Vega IX,Galactic East Sector,Charles Darwin,2066.0,Titanis,Central Celestial Belt,Titanis,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,1:08:46.723,240,1:07:52.314,384,1:07:32.570,192,1:07:36.692,1:07:20.741,1:07:06.232,192,,,5.0,4.0,,,,,,,35d 14:39:44.532,2.0,7.0,Bronze
1677,Atlas Expedition,14,660,152657.09016212582,Vega Spire Habitat,Planetary Surface,Retrograde,231.4447615970408,738,26279.107692864858,-12820.829845100274,17379.163956449876,14972.724648206435,Vega IX,Galactic East Sector,Nikola Tesla,2351.0,Solara,Central Celestial Belt,Solara,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,1:08:57.317,216,1:08:18.983,372,1:07:39.495,156,1:07:40.897,1:07:18.556,1:07:21.029,204,,,6.0,5.0,,,,,,,35d 14:35:32.760,2.0,6.0,Bronze
1678,Atlas Expedition,14,660,152657.09016212582,Vega Spire Habitat,Planetary Surface,Retrograde,231.4447615970408,738,26279.107692864858,-12820.829845100274,17379.163956449876,14972.724648206435,Vega IX,Galactic East Sector,Isaac Newton,2370.0,Altair,Southern Spiral Arm,Altair,Southern Spiral Arm,Solaris Vanguard,Hyperion,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,1:09:18.174,156,1:08:05.381,360,1:07:53.098,168,1:07:55.900,1:07:31.622,1:07:28.655,192,,,7.0,6.0,,,,,,,35d 15:43:09.204,2.0,9.0,Bronze
1679,Atlas Expedition,14,660,152657.09016212582,Vega Spire Habitat,Planetary Surface,Retrograde,231.4447615970408,738,26279.107692864858,-12820.829845100274,17379.163956449876,14972.724648206435,Vega IX,Galactic East Sector,Voltaire,1909.0,Titanis,Central Celestial Belt,Titanis,Central Celestial Belt,Ecliptica Consortium,Aurelia,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,1:09:18.957,240,1:08:50.557,408,1:07:59.074,192,1:07:37.063,1:07:15.877,1:07:29.232,204,,,8.0,7.0,,,,,,,35d 14:18:26.412,2.0,4.0,Bronze
1680,Atlas Expedition,14,660,152657.09016212582,Vega Spire Habitat,Planetary Surface,Retrograde,231.4447615970408,738,26279.107692864858,-12820.829845100274,17379.163956449876,14972.724648206435,Vega IX,Galactic East Sector,Ralph Waldo Emerson,1620.0,Zentara,Northern Spiral Arm,Zentara,Northern Spiral Arm,Ecliptica Consortium,Aurelia,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,1:09:48.923,252,1:08:49.568,396,1:08:05.958,180,1:07:49.347,1:07:32.941,1:07:36.157,180,,,9.0,8.0,,,,,,,35d 15:56:20.616,2.0,11.0,Merit
1681,Atlas Expedition,14,660,152657.09016212582,Vega Spire Habitat,Planetary Surface,Retrograde,231.4447615970408,738,26279.107692864858,-12820.829845100274,17379.163956449876,14972.724648206435,Vega IX,Galactic East Sector,Alfred Nobel,2482.0,Frosthelm,Central Celestial Belt,Frosthelm,Central Celestial Belt,Seraphis Engineering,Andros,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,1:09:09.806,180,1:08:31.885,396,1:07:54.788,204,1:07:33.519,1:07:26.923,1:07:53.345,204,,,10.0,9.0,,,,,,,35d 11:34:28.260,2.0,2.0,Silver
1682,Atlas Expedition,14,660,152657.09016212582,Vega Spire Habitat,Planetary Surface,Retrograde,231.4447615970408,738,26279.107692864858,-12820.829845100274,17379.163956449876,14972.724648206435,Vega IX,Galactic East Sector,Alexander Hamilton,1731.0,Zentara,Northern Spiral Arm,Zentara,Northern Spiral Arm,Orion Dynamics,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,1:09:17.349,240,1:08:48.166,372,1:08:11.976,180,1:08:02.702,1:07:34.384,,168,,,11.0,10.0,,,,,,,35d 15:49:27.600,2.0,10.0,Bronze
1683,Atlas Expedition,14,660,152657.09016212582,Vega Spire Habitat,Planetary Surface,Retrograde,231.4447615970408,738,26279.107692864858,-12820.829845100274,17379.163956449876,14972.724648206435,Vega IX,Galactic East Sector,Benjamin Franklin,2463.0,Andros,Central Celestial Belt,Andros,Central Celestial Belt,Orion Dynamics,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,1:08:50.763,264,1:08:32.585,348,1:08:05.381,168,1:07:55.818,1:07:34.508,,168,,,12.0,11.0,,,,,,,35d 15:25:36.636,2.0,8.0,Bronze
1684,Atlas Expedition,14,624,152657.09016212582,Vega Spire Habitat,Planetary Surface,Retrograde,231.4447615970408,738,26279.107692864858,-12820.829845100274,17379.163956449876,14972.724648206435,Vega IX,Galactic East Sector,Erwin Schrödinger,1773.0,Auralis,Southern Star Cluster,Auralis,Southern Star Cluster,Crimson Nova Fleet,Hyperion,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,1:10:06.111,216,1:09:04.654,312,1:08:14.160,204,1:07:41.103,1:07:36.651,,168,,,13.0,12.0,,,,,,,,2.0,19.0,Merit
1685,Atlas Expedition,14,432,152657.09016212582,Vega Spire Habitat,Planetary Surface,Retrograde,231.4447615970408,738,26279.107692864858,-12820.829845100274,17379.163956449876,14972.724648206435,Vega IX,Galactic East Sector,Julius Caesar,2711.0,Auralis,Southern Star Cluster,Auralis,Southern Star Cluster,Aetherion Initiative,Crimson Verge,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,1:08:34.317,228,1:07:54.252,420,1:07:20.205,204,1:08:06.370,1:07:12.868,1:06:57.369,156,10,10.0,3.0,13.0,,,,,,,,3.0,,Mission Incomplete
1686,Atlas Expedition,14,600,152657.09016212582,Vega Spire Habitat,Planetary Surface,Retrograde,231.4447615970408,738,26279.107692864858,-12820.829845100274,17379.163956449876,14972.724648206435,Vega IX,Galactic East Sector,Johannes Kepler,2245.0,Titanis,Central Celestial Belt,Titanis,Central Celestial Belt,Aurora Division,Astralis,Galactic East Sector,Lunaris Command,Titanis,Central Celestial Belt,1:09:40.926,216,1:08:42.148,408,1:08:09.091,204,1:08:00.187,1:07:37.228,,180,,,14.0,14.0,,,,,,,,4.0,20.0,Merit
1687,Atlas Expedition,14,288,152657.09016212582,Vega Spire Habitat,Planetary Surface,Retrograde,231.4447615970408,738,26279.107692864858,-12820.829845100274,17379.163956449876,14972.724648206435,Vega IX,Galactic East Sector,Gregor Mendel,2007.0,Andros,Central Celestial Belt,Andros,Central Celestial Belt,Aurora Division,Astralis,Galactic East Sector,Lunaris Command,Titanis,Central Celestial Belt,,,1:08:42.189,408,1:08:15.974,228,1:08:08.307,1:07:49.058,,180,,,15.0,15.0,,,,,,,,2.0,,Mission Incomplete
1688,Atlas Expedition,14,636,152657.09016212582,Vega Spire Habitat,Planetary Surface,Retrograde,231.4447615970408,738,26279.107692864858,-12820.829845100274,17379.163956449876,14972.724648206435,Vega IX,Galactic East Sector,Leonhard Euler,1713.0,Aurion,Central Celestial Belt,Aurion,Central Celestial Belt,Crimson Nova Fleet,Hyperion,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,1:10:01.206,228,1:09:00.285,360,1:08:28.092,180,1:08:03.773,1:07:51.655,,156,,,16.0,16.0,,,,,,,,3.0,18.0,Merit
1689,Atlas Expedition,14,660,152657.09016212582,Vega Spire Habitat,Planetary Surface,Retrograde,231.4447615970408,738,26279.107692864858,-12820.829845100274,17379.163956449876,14972.724648206435,Vega IX,Galactic East Sector,Max Planck,1761.0,Frosthelm,Central Celestial Belt,Frosthelm,Central Celestial Belt,Andromeda Research Unit,Andros,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,1:10:04.421,240,1:09:35.032,408,1:08:47.177,204,1:08:20.055,,,96,,,17.0,17.0,,,,,,,35d 17:27:30.708,2.0,12.0,Merit
1690,Atlas Expedition,14,660,152657.09016212582,Vega Spire Habitat,Planetary Surface,Retrograde,231.4447615970408,738,26279.107692864858,-12820.829845100274,17379.163956449876,14972.724648206435,Vega IX,Galactic East Sector,Aristotle,2088.0,Velaris,Southern Spiral Arm,Velaris,Southern Spiral Arm,Andromeda Research Unit,Andros,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,1:09:42.987,264,1:09:27.943,420,1:08:08.761,192,1:08:41.365,,,96,,,18.0,18.0,,,,,,,35d 17:51:56.784,2.0,13.0,Merit
1691,Atlas Expedition,14,660,152657.09016212582,Vega Spire Habitat,Planetary Surface,Retrograde,231.4447615970408,738,26279.107692864858,-12820.829845100274,17379.163956449876,14972.724648206435,Vega IX,Galactic East Sector,Giordano Bruno,1727.0,Aurion,Central Celestial Belt,Aurion,Central Celestial Belt,Altaris Mechanica,Zephyra,Galactic East Sector,Helion Systems,Aurion,Central Celestial Belt,1:11:12.762,240,1:10:37.232,420,1:09:37.959,228,1:09:17.514,,,72,,,19.0,19.0,,,,,,,35d 19:43:46.416,2.0,14.0,Merit
1692,Atlas Expedition,14,660,152657.09016212582,Vega Spire Habitat,Planetary Surface,Retrograde,231.4447615970408,738,26279.107692864858,-12820.829845100274,17379.163956449876,14972.724648206435,Vega IX,Galactic East Sector,Carl Linnaeus,2078.0,Vortexa,Central Celestial Belt,Vortexa,Central Celestial Belt,Altaris Mechanica,Zephyra,Galactic East Sector,Helion Systems,Aurion,Central Celestial Belt,1:11:21.954,228,1:10:23.341,432,1:09:48.428,240,1:09:17.803,,,72,,,20.0,20.0,,,,,,,35d 19:51:22.956,3.0,15.0,Merit
1693,Atlas Expedition,14,660,152657.09016212582,Vega Spire Habitat,Planetary Surface,Retrograde,231.4447615970408,738,26279.107692864858,-12820.829845100274,17379.163956449876,14972.724648206435,Vega IX,Galactic East Sector,William Shakespeare,1641.0,Andros,Central Celestial Belt,Andros,Central Celestial Belt,Oblivion Robotics,Andros,Central Celestial Belt,Oblivion Robotics,Andros,Central Celestial Belt,1:11:30.899,168,1:11:03.735,348,1:10:15.344,204,1:09:36.392,,,72,,,22.0,21.0,,,,,,,35d 21:00:36.348,2.0,17.0,Merit
1694,Atlas Expedition,14,660,152657.09016212582,Vega Spire Habitat,Planetary Surface,Retrograde,231.4447615970408,738,26279.107692864858,-12820.829845100274,17379.163956449876,14972.724648206435,Vega IX,Galactic East Sector,Niccolò Machiavelli,1766.0,Aurion,Central Celestial Belt,Aurion,Central Celestial Belt,Oblivion Robotics,Andros,Central Celestial Belt,Oblivion Robotics,Andros,Central Celestial Belt,,,1:10:50.010,372,1:09:49.747,168,1:09:30.086,,,72,3,3.0,21.0,22.0,,,,,,,35d 20:19:58.824,2.0,16.0,Merit
1695,Atlas Expedition,15,1219,350806.37499881705,Nebiros Drift Colony,Planetary Surface,Prograde,288.0628854807701,882,13188.156517901136,-7856.568206412208,7445.042765066253,7534.795722843832,Nebiros,Galactic East Sector,Julius Caesar,2712.0,Auralis,Southern Star Cluster,Auralis,Southern Star Cluster,Aetherion Initiative,Crimson Verge,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,1:18:22.017,460,1:17:43.969,805,1:16:06.394,391,1:16:17.208,1:15:39.607,1:15:09.942,299,,,1.0,1.0,,,,,,,68d 21:14:00.632,3.0,2.0,Silver
1696,Atlas Expedition,15,1219,350806.37499881705,Nebiros Drift Colony,Planetary Surface,Prograde,288.0628854807701,882,13188.156517901136,-7856.568206412208,7445.042765066253,7534.795722843832,Nebiros,Galactic East Sector,Leonardo da Vinci,1920.0,Titanis,Central Celestial Belt,Titanis,Central Celestial Belt,Aetherion Initiative,Crimson Verge,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,1:18:21.075,552,1:17:35.635,805,1:16:55.157,184,1:16:23.459,1:15:28.545,1:15:18.574,299,,,2.0,2.0,,,,,,,68d 18:58:26.866,2.0,1.0,Gold
1697,Atlas Expedition,15,161,350806.37499881705,Nebiros Drift Colony,Planetary Surface,Prograde,288.0628854807701,882,13188.156517901136,-7856.568206412208,7445.042765066253,7534.795722843832,Nebiros,Galactic East Sector,Albert Einstein,2101.0,Andros,Central Celestial Belt,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,1:17:50.765,437,1:18:04.903,828,1:16:13.041,414,1:16:20.631,1:15:45.708,1:15:26.709,391,,,3.0,3.0,,,,,,,,1.0,,Mission Incomplete
1698,Atlas Expedition,15,1219,350806.37499881705,Nebiros Drift Colony,Planetary Surface,Prograde,288.0628854807701,882,13188.156517901136,-7856.568206412208,7445.042765066253,7534.795722843832,Nebiros,Galactic East Sector,David Hume,2008.0,Aurelia,Central Celestial Belt,Aurion,Central Celestial Belt,Seraphis Engineering,Andros,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,1:18:41.463,345,1:18:03.365,690,1:16:38.836,598,1:15:55.034,1:15:42.186,1:15:32.265,483,,,4.0,4.0,,,,,,,68d 22:06:53.574,2.0,3.0,Silver
1699,Atlas Expedition,15,1219,350806.37499881705,Nebiros Drift Colony,Planetary Surface,Prograde,288.0628854807701,882,13188.156517901136,-7856.568206412208,7445.042765066253,7534.795722843832,Nebiros,Galactic East Sector,Isaac Newton,2372.0,Altair,Southern Spiral Arm,Altair,Southern Spiral Arm,Solaris Vanguard,Hyperion,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,1:18:38.834,322,1:18:17.602,805,1:16:44.194,322,1:16:03.467,1:15:47.296,1:15:32.910,391,,,5.0,5.0,,,,,,,69d 23:15:50.705,3.0,10.0,Bronze
1700,Atlas Expedition,15,1219,350806.37499881705,Nebiros Drift Colony,Planetary Surface,Prograde,288.0628854807701,882,13188.156517901136,-7856.568206412208,7445.042765066253,7534.795722843832,Nebiros,Galactic East Sector,Charles Darwin,2067.0,Titanis,Central Celestial Belt,Titanis,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,1:18:07.135,437,1:17:48.632,828,1:16:21.375,414,1:16:15.869,1:15:52.058,1:15:33.852,391,,,6.0,6.0,,,,,,,69d 17:48:00.875,4.0,8.0,Bronze
1701,Atlas Expedition,15,1219,350806.37499881705,Nebiros Drift Colony,Planetary Surface,Prograde,288.0628854807701,882,13188.156517901136,-7856.568206412208,7445.042765066253,7534.795722843832,Nebiros,Galactic East Sector,Voltaire,1910.0,Titanis,Central Celestial Belt,Titanis,Central Celestial Belt,Ecliptica Consortium,Aurelia,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,1:19:17.229,414,1:18:41.612,782,1:16:57.141,276,1:16:26.832,1:15:56.225,1:15:46.105,437,,,7.0,7.0,,,,,,,69d 11:19:56.549,2.0,6.0,Bronze
1702,Atlas Expedition,15,1219,350806.37499881705,Nebiros Drift Colony,Planetary Surface,Prograde,288.0628854807701,882,13188.156517901136,-7856.568206412208,7445.042765066253,7534.795722843832,Nebiros,Galactic East Sector,Nikola Tesla,2353.0,Solara,Central Celestial Belt,Solara,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,1:18:40.223,368,1:18:36.899,736,1:16:43.450,322,1:16:22.169,1:15:55.233,1:15:47.147,368,,,8.0,8.0,,,,,,,69d 09:25:39.490,2.0,4.0,Bronze
1703,Atlas Expedition,15,1219,350806.37499881705,Nebiros Drift Colony,Planetary Surface,Prograde,288.0628854807701,882,13188.156517901136,-7856.568206412208,7445.042765066253,7534.795722843832,Nebiros,Galactic East Sector,Alfred Nobel,2483.0,Frosthelm,Central Celestial Belt,Frosthelm,Central Celestial Belt,Seraphis Engineering,Andros,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,1:18:50.640,391,1:17:52.998,391,1:16:50.692,575,1:16:22.466,1:15:46.998,1:15:48.089,437,,,9.0,9.0,,,,,,,69d 09:58:21.896,2.0,5.0,Bronze
1704,Atlas Expedition,15,1219,350806.37499881705,Nebiros Drift Colony,Planetary Surface,Prograde,288.0628854807701,882,13188.156517901136,-7856.568206412208,7445.042765066253,7534.795722843832,Nebiros,Galactic East Sector,Benjamin Franklin,2464.0,Andros,Central Celestial Belt,Andros,Central Celestial Belt,Orion Dynamics,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,1:19:15.641,506,1:18:28.218,782,1:16:46.873,391,1:16:33.826,1:15:55.729,1:15:55.183,345,,,10.0,10.0,,,,,,,69d 20:35:18.880,3.0,9.0,Bronze
1705,Atlas Expedition,15,1196,350806.37499881705,Nebiros Drift Colony,Planetary Surface,Prograde,288.0628854807701,882,13188.156517901136,-7856.568206412208,7445.042765066253,7534.795722843832,Nebiros,Galactic East Sector,Alexander Hamilton,1732.0,Zentara,Northern Spiral Arm,Zentara,Northern Spiral Arm,Orion Dynamics,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,1:18:54.906,621,1:19:07.754,184,1:17:01.209,345,1:16:39.382,1:16:03.219,,368,,,11.0,11.0,,,,,,,,3.0,15.0,Merit
1706,Atlas Expedition,15,1219,350806.37499881705,Nebiros Drift Colony,Planetary Surface,Prograde,288.0628854807701,882,13188.156517901136,-7856.568206412208,7445.042765066253,7534.795722843832,Nebiros,Galactic East Sector,Gregor Mendel,2008.0,Andros,Central Celestial Belt,Andros,Central Celestial Belt,Aurora Division,Astralis,Galactic East Sector,Lunaris Command,Titanis,Central Celestial Belt,1:19:41.982,414,1:18:46.225,805,1:17:26.111,437,1:16:17.952,1:16:03.368,,345,,,12.0,12.0,,,,,,,70d 02:12:51.737,2.0,11.0,Merit
1707,Atlas Expedition,15,1196,350806.37499881705,Nebiros Drift Colony,Planetary Surface,Prograde,288.0628854807701,882,13188.156517901136,-7856.568206412208,7445.042765066253,7534.795722843832,Nebiros,Galactic East Sector,Max Planck,1762.0,Frosthelm,Central Celestial Belt,Frosthelm,Central Celestial Belt,Andromeda Research Unit,Andros,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,1:19:39.056,529,1:19:28.936,943,1:17:40.745,414,1:16:34.173,1:16:04.410,,322,,,13.0,13.0,,,,,,,,2.0,17.0,Merit
1708,Atlas Expedition,15,1219,350806.37499881705,Nebiros Drift Colony,Planetary Surface,Prograde,288.0628854807701,882,13188.156517901136,-7856.568206412208,7445.042765066253,7534.795722843832,Nebiros,Galactic East Sector,Ralph Waldo Emerson,1621.0,Zentara,Northern Spiral Arm,Zentara,Northern Spiral Arm,Ecliptica Consortium,Aurelia,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,1:19:59.890,506,1:18:36.998,828,1:17:29.683,345,1:16:37.150,1:16:06.890,,345,,,14.0,14.0,,,,,,,69d 17:40:32.490,2.0,7.0,Bronze
1709,Atlas Expedition,15,1196,350806.37499881705,Nebiros Drift Colony,Planetary Surface,Prograde,288.0628854807701,882,13188.156517901136,-7856.568206412208,7445.042765066253,7534.795722843832,Nebiros,Galactic East Sector,Aristotle,2089.0,Velaris,Southern Spiral Arm,Velaris,Southern Spiral Arm,Andromeda Research Unit,Andros,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,1:19:31.019,276,1:19:58.005,138,1:17:25.020,391,1:16:47.170,1:16:08.378,,345,,,15.0,15.0,,,,,,,,2.0,16.0,Merit
1710,Atlas Expedition,15,1196,350806.37499881705,Nebiros Drift Colony,Planetary Surface,Prograde,288.0628854807701,882,13188.156517901136,-7856.568206412208,7445.042765066253,7534.795722843832,Nebiros,Galactic East Sector,Erwin Schrödinger,1774.0,Auralis,Southern Star Cluster,Auralis,Southern Star Cluster,Crimson Nova Fleet,Hyperion,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,1:19:04.083,437,1:18:06.441,690,1:17:17.678,368,1:16:43.648,1:16:27.824,,253,,,16.0,16.0,,,,,,,,3.0,13.0,Merit
1711,Atlas Expedition,15,1196,350806.37499881705,Nebiros Drift Colony,Planetary Surface,Prograde,288.0628854807701,882,13188.156517901136,-7856.568206412208,7445.042765066253,7534.795722843832,Nebiros,Galactic East Sector,Leonhard Euler,1714.0,Aurion,Central Celestial Belt,Aurion,Central Celestial Belt,Crimson Nova Fleet,Hyperion,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,1:19:25.463,460,1:18:37.990,782,1:17:06.269,345,1:17:11.080,,,138,,,18.0,17.0,,,,,,,,3.0,12.0,Merit
1712,Atlas Expedition,15,1196,350806.37499881705,Nebiros Drift Colony,Planetary Surface,Prograde,288.0628854807701,882,13188.156517901136,-7856.568206412208,7445.042765066253,7534.795722843832,Nebiros,Galactic East Sector,William Shakespeare,1642.0,Andros,Central Celestial Belt,Andros,Central Celestial Belt,Oblivion Robotics,Andros,Central Celestial Belt,Oblivion Robotics,Andros,Central Celestial Belt,1:21:39.251,414,1:21:07.404,759,1:19:14.451,368,1:17:58.851,,,184,,,19.0,18.0,,,,,,,,2.0,19.0,Merit
1713,Atlas Expedition,15,0,350806.37499881705,Nebiros Drift Colony,Planetary Surface,Prograde,288.0628854807701,882,13188.156517901136,-7856.568206412208,7445.042765066253,7534.795722843832,Nebiros,Galactic East Sector,Carl Linnaeus,2080.0,Vortexa,Central Celestial Belt,Vortexa,Central Celestial Belt,Altaris Mechanica,Zephyra,Galactic East Sector,Helion Systems,Aurion,Central Celestial Belt,1:21:02.642,345,1:20:56.689,828,1:18:56.047,460,1:18:26.581,,,207,,,21.0,19.0,,,,,,,,0.0,,Mission Incomplete
1714,Atlas Expedition,15,1196,350806.37499881705,Nebiros Drift Colony,Planetary Surface,Prograde,288.0628854807701,882,13188.156517901136,-7856.568206412208,7445.042765066253,7534.795722843832,Nebiros,Galactic East Sector,Giordano Bruno,1728.0,Aurion,Central Celestial Belt,Aurion,Central Celestial Belt,Altaris Mechanica,Zephyra,Galactic East Sector,Helion Systems,Aurion,Central Celestial Belt,,,1:20:43.047,713,1:18:58.279,414,1:18:10.558,,,184,10,10.0,20.0,20.0,,,,,,,,3.0,18.0,Merit
1715,Atlas Expedition,15,0,350806.37499881705,Nebiros Drift Colony,Planetary Surface,Prograde,288.0628854807701,882,13188.156517901136,-7856.568206412208,7445.042765066253,7534.795722843832,Nebiros,Galactic East Sector,Niccolò Machiavelli,1767.0,Aurion,Central Celestial Belt,Aurion,Central Celestial Belt,Oblivion Robotics,Andros,Central Celestial Belt,Oblivion Robotics,Andros,Central Celestial Belt,1:20:42.998,184,,,1:22:09.759,460,1:18:30.500,,,115,10,10.0,22.0,21.0,,,,,,,,0.0,,Mission Incomplete
